GeneID,Acc_num,Main_Role,Subrole,Product ,Gene
hotlake_ucc_71019,CY41DRAFT_1586,Regulatory functions::Signal transduction::Unknown function,Enzymes of unknown specificity::Two-component systems::General,two component signal transduction system histidine kinase,
hotlake_ucc_71020,CY41DRAFT_1587,Regulatory functions::Signal transduction::Unknown function,Enzymes of unknown specificity::General::Taxis::DNA interactions::Protein interactions,two component signal transduction system sigma-54 dependent Fis family response regulator,
hotlake_ucc_71021,CY41DRAFT_1588,,,hypothetical protein,
hotlake_ucc_71023,CY41DRAFT_1589,Transport and binding proteins::Unknown function,Unknown substrate::General::Amino acids_ peptides and amines,ABC-type glycine betaine/proline uptake system ATPase component ProV,proV
hotlake_ucc_71024,CY41DRAFT_1590,,,ABC-type glycine betaine/proline uptake system permease component ProW,proW
hotlake_ucc_71025,CY41DRAFT_1591,Transport and binding proteins,Amino acids_ peptides and amines,ABC-type glycine betaine/proline uptake system substrate-binding component ProX,proX
hotlake_ucc_71027,CY41DRAFT_1592,Defense and invasion systems,General,UspA family universal stress protein,
hotlake_ucc_71028,CY41DRAFT_1593,Transport and binding proteins,General,glycine-betaine/proline-betaine:Na+ symporter BetS,betS
hotlake_ucc_71029,CY41DRAFT_1594,Unknown function,Enzymes of unknown specificity,DNA polymerase III subunit epsilon,dnaQ
hotlake_ucc_71030,CY41DRAFT_1595,Unknown function,General,CBS domain-containing protein,
hotlake_ucc_71031,CY41DRAFT_1596,,,protein of unknown function containing DUF4168 domain,
hotlake_ucc_71033,CY41DRAFT_1597,,,DMT superfamily transporter,
hotlake_ucc_71034,CY41DRAFT_1598,Regulatory functions,Small molecule interactions,EAL domain-containing protein,
hotlake_ucc_71035,CY41DRAFT_1599,Glycan biosynthesis and metabolism,Peptidoglycan metabolism,monofunctional biosynthetic peptidoglycan transglycosylase MtgA,mtgA
hotlake_ucc_71036,CY41DRAFT_1600,Defense and invasion systems::Unknown function,Detoxification and inactivation::Enzymes of unknown specificity,S-formylglutathione hydrolase FrmB,frmB
hotlake_ucc_71037,CY41DRAFT_1601,Defense and invasion systems::Unknown function,Detoxification and inactivation::Enzymes of unknown specificity,S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase FrmA,frmA
hotlake_ucc_71038,CY41DRAFT_1602,Unknown function,General,Zn-dependent hydrolase_ glyoxylase,
hotlake_ucc_71040,CY41DRAFT_1603,Regulatory functions,DNA interactions,transcriptional regulator_ LysR family,
hotlake_ucc_71041,CY41DRAFT_1604,,,hypothetical protein,
hotlake_ucc_71042,CY41DRAFT_1605,Transcription,Transcription factors,RNA polymerase sigma factor RpoD,rpoD
hotlake_ucc_71043,CY41DRAFT_1606,Nucleic acid metabolism,General::DNA replication_ recombination_ and repair,DNA primase DnaG,dnaG
hotlake_ucc_71044,CY41DRAFT_1607,Translation,Ribosomal proteins: synthesis and modification,SSU ribosomal protein S21 RpsU,rpsU
hotlake_ucc_71045,CY41DRAFT_1608,Intracellular trafficking_ assembly_ and processing::Translation,tRNA and rRNA base modification::Peptidases,N6-L-threonylcarbamoyladenine synthase TsaD,tsaD
hotlake_ucc_71046,CY41DRAFT_1609,Fatty acid and lipid metabolism,Glycerolipid and glycerophospholid metabolism,acyl-phosphate glycerol 3-phosphate acyltransferase PlsY,plsY
hotlake_ucc_71047,CY41DRAFT_1610,Prosthetic groups_ cofactors_ and carriers,Folate biosynthesis,dihydroneopterin aldolase FolB,folB
hotlake_ucc_71048,CY41DRAFT_1611,Prosthetic groups_ cofactors_ and carriers,Folate biosynthesis,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase,folK
hotlake_ucc_71049,CY41DRAFT_1612,Translation,Transfer RNA biogenesis,tRNA nucleotidyltransferase (CCA-adding enzyme) Cca,cca
hotlake_ucc_71050,CY41DRAFT_1613,Nucleic acid metabolism::Unknown function,Enzymes of unknown specificity::Purine metabolism,symmetrical bis(5'-nucleosyl)-tetraphosphatase ApaH,apaH
hotlake_ucc_71051,CY41DRAFT_1614,,,glucose-methanol-choline (GMC) family oxidoreductase,
hotlake_ucc_71052,CY41DRAFT_1615,,,ApaG protein,apaG
hotlake_ucc_71053,CY41DRAFT_1616,Translation,tRNA and rRNA base modification,ribosomal RNA small subunit methyltransferase A,ksgA
hotlake_ucc_71054,CY41DRAFT_1617,Prosthetic groups_ cofactors_ and carriers,Vitamin B6 metabolism,4-hydroxythreonine-4-phosphate dehydrogenase PdxA,pdxA
hotlake_ucc_71055,CY41DRAFT_1618,Intracellular trafficking_ assembly_ and processing,Chaperone and folding catalysis,peptidyl-prolyl cis-trans isomerase SurA,surA
hotlake_ucc_71057,CY41DRAFT_1619,Transport and binding proteins,Porins and secretins,lipopolysaccharide secretin LptD,lptD
hotlake_ucc_71059,CY41DRAFT_1620,Unknown function,Enzymes of unknown specificity,anomeric MurNAc/GlcNAc kinase AmgK,amgK
hotlake_ucc_71060,CY41DRAFT_1621,Metabolism of other amino acids and amines,Phosphonate and phosphinate metabolism,MurNAc α-1-phosphate uridylyl transferase MurU,murU
hotlake_ucc_71061,CY41DRAFT_1622,,,hypothetical protein,
hotlake_ucc_71062,CY41DRAFT_1623,Unknown function,General,putative redox protein,yhfA
hotlake_ucc_71063,CY41DRAFT_1624,Amino acid metabolism,Arginine and proline metabolism,S-adenosylmethionine decarboxylase SpeD,speD
hotlake_ucc_71064,CY41DRAFT_1625,Glycan biosynthesis and metabolism,Polysacharide and lipopolysaccharide metabolism,lipid A biosynthesis lauroyl acyltransferase,htrB
hotlake_ucc_71065,CY41DRAFT_1626,Metabolism of other amino acids and amines,D-Alanine metabolism,alanine racemase Alr,alr
hotlake_ucc_71066,CY41DRAFT_1627,Transcription,Transcription factors,RNA polymerase sigma factor RpoS,proS
hotlake_ucc_71067,CY41DRAFT_1628,Glycan biosynthesis and metabolism,Polysacharide and lipopolysaccharide metabolism,outer membrane lipoprotein NlpD,nlpD
hotlake_ucc_71069,CY41DRAFT_1629,,,putative membrane protein,
hotlake_ucc_71070,CY41DRAFT_1630,Intracellular trafficking_ assembly_ and processing,Protein modification and repair,protein-L-isoaspartate(D-aspartate) O-methyltransferase Pcm,pcm
hotlake_ucc_71071,CY41DRAFT_1631,Nucleic acid metabolism,General,5'-nucleotidase SurE,surE
hotlake_ucc_71072,CY41DRAFT_1632,Translation,tRNA and rRNA base modification,tRNA pseudouridine13 synthase,truD
hotlake_ucc_71073,CY41DRAFT_1633,Terpenoids and polyketides metabolism,Terpenoid backbone biosynthesis,2-C-methyl-D-erythritol 2_4-cyclodiphosphate synthase IspF,ispF
hotlake_ucc_71074,CY41DRAFT_1634,Terpenoids and polyketides metabolism,Terpenoid backbone biosynthesis,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase IspD,ispD
hotlake_ucc_71075,CY41DRAFT_1635,,,cell division protein FtsB,ftsB
hotlake_ucc_71076,CY41DRAFT_1636,,,hypothetical protein,
hotlake_ucc_71077,CY41DRAFT_1637,,,coniferyl-aldehyde dehydrogenase CalB,calB
hotlake_ucc_71078,CY41DRAFT_1638,Regulatory functions::Signal transduction::Unknown function,Enzymes of unknown specificity::Two-component systems::Taxis::Small molecule interactions,,
hotlake_ucc_71079,CY41DRAFT_1639,Regulatory functions::Signal transduction,Taxis::Small molecule interactions,diguanylate cyclase (GGDEF) domain-containing protein,
hotlake_ucc_71080,CY41DRAFT_1640,Regulatory functions,DNA interactions,transcriptional regulator_ RpiR family,
hotlake_ucc_71081,CY41DRAFT_1641,,,putative translation initiation inhibitor_ yjgF family,
hotlake_ucc_71082,CY41DRAFT_1642,Regulatory functions,DNA interactions,TraR/DksA family transcriptional regulator,dksA
hotlake_ucc_71083,CY41DRAFT_1643,,,hypothetical protein,
hotlake_ucc_71084,CY41DRAFT_1644,Defense and invasion systems,General,universal stress protein UspA-like protein,
hotlake_ucc_71085,CY41DRAFT_1645,Unknown function,General,CrcB protein,crcB
hotlake_ucc_71086,CY41DRAFT_1646,Unknown function,General,CrcB protein,crcB
hotlake_ucc_71087,CY41DRAFT_1647,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,arsenite efflux pump ACR3-like permease,
hotlake_ucc_71088,CY41DRAFT_1648,Fatty acid and lipid metabolism::Unknown function,Enzymes of unknown specificity::Biosynthesis,cyclopropane-fatty-acyl-phospholipid synthase,cfa
hotlake_ucc_71089,CY41DRAFT_1649,Defense and invasion systems,General,universal stress protein UspA-like protein,
hotlake_ucc_71090,CY41DRAFT_1650,Transport and binding proteins,Anions,SulP family sulfate permease,
hotlake_ucc_71091,CY41DRAFT_1651,Amino acid metabolism::Carbohydrate metabolism::Unknown function,Enzymes of unknown specificity::Valine_ leucine and isoleucine metabolism::Citrate cycle (TCA cycle),isocitrate dehydrogenase (NAD+),
hotlake_ucc_71092,CY41DRAFT_1652,Transport and binding proteins::Unknown function,Unknown substrate::Enzymes of unknown specificity::Cations and iron carrying compounds,Cd2+/Zn2+-exporting ATPase ZntA,zntA
hotlake_ucc_71093,CY41DRAFT_1653,Regulatory functions,DNA interactions,MerR family transcriptional regulator,
hotlake_ucc_71094,CY41DRAFT_1654,Transport and binding proteins,Cations and iron carrying compounds,zinc transporter ZupT,zupT
hotlake_ucc_71095,CY41DRAFT_1655,Regulatory functions,DNA interactions,TetR family transcriptional regulator,
hotlake_ucc_71096,CY41DRAFT_1656,,,thiosulfate/3-mercaptopyruvate sulfurtransferase,sseA
hotlake_ucc_71098,CY41DRAFT_1657,Prosthetic groups_ cofactors_ and carriers,Ubiquinone and other terpenoid-quinone biosynthesis,tubulin polyglutamylase TTLL5,
hotlake_ucc_71099,CY41DRAFT_1658,,,hypothetical protein,
hotlake_ucc_71101,CY41DRAFT_1659,,,DinB superfamily,
hotlake_ucc_71102,CY41DRAFT_1660,,,sterol desaturase,
hotlake_ucc_71103,CY41DRAFT_1661,Regulatory functions,DNA interactions,ArsR family transcriptional regulator,
hotlake_ucc_71104,CY41DRAFT_1662,,,uncharacterized protein involved in oxidation of intracellular sulfur,ychN
hotlake_ucc_71105,CY41DRAFT_1663,,,hypothetical protein,
hotlake_ucc_71107,CY41DRAFT_1664,,,L_D-transpeptidase,erfK
hotlake_ucc_71108,CY41DRAFT_1665,Defense and invasion systems::Energy metabolism::Unknown function,Enzymes of unknown specificity::Detoxification and inactivation::General,alkylhydroperoxidase AhpD family core domain,
hotlake_ucc_71109,CY41DRAFT_1666,Unknown function,General,conserved hypothetical protein,
hotlake_ucc_71110,CY41DRAFT_1667,Transcription,Transcription factors,RpoE family RNA polymerase signa 70 factor,rpoE
hotlake_ucc_71111,CY41DRAFT_1668,,,predicted membrane protein,
hotlake_ucc_71112,CY41DRAFT_1669,,,hypothetical protein,
hotlake_ucc_71113,CY41DRAFT_1670,,,putive zinc-finger domain protein,
hotlake_ucc_71114,CY41DRAFT_1671,,,protein of unknown function DUF3047,
hotlake_ucc_71115,CY41DRAFT_1672,Regulatory functions::Signal transduction,Taxis::Small molecule interactions,chemotaxis signal relay system methyl-accepting signal transducer,mcp
hotlake_ucc_71116,CY41DRAFT_1673,Defense and invasion systems,Detoxification and inactivation,1-Cys peroxiredoxin,
hotlake_ucc_71117,CY41DRAFT_1674,Unknown function,General,CBS domain-containing protein,
hotlake_ucc_71118,CY41DRAFT_1675,Regulatory functions,Small molecule interactions,,
hotlake_ucc_71119,CY41DRAFT_1676,Transport and binding proteins,Anions,phosphonate ABC transporter_ permease protein PhnE,phnE
hotlake_ucc_71120,CY41DRAFT_1677,Transport and binding proteins,Unknown substrate::Anions,phosphonate ABC transporter_ ATP-binding protein,phnC
hotlake_ucc_71121,CY41DRAFT_1678,Transport and binding proteins,Anions,phosphonate transport system substrate-binding protein,phnD
hotlake_ucc_71123,CY41DRAFT_1679,,,GBP family porin,
hotlake_ucc_71125,CY41DRAFT_1680,Signal transduction,Quorum sensing,S-ribosylhomocysteine lyase LuxS,luxS
hotlake_ucc_71126,CY41DRAFT_1681,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,COG1359 family protein of unknown function,
hotlake_ucc_71127,CY41DRAFT_1682,,,hypothetical protein,
hotlake_ucc_71129,CY41DRAFT_1683,Xenobiotics biodegradation and metabolism::Unknown function,Enzymes of unknown specificity::General,type II haloacid dehalogenase,dehII
hotlake_ucc_71130,CY41DRAFT_1684,,,L-2_4-diaminobutyrate transaminase DoeD,doeD
hotlake_ucc_71131,CY41DRAFT_1685,Amino acid metabolism,Alanine_ aspartate and glutamate metabolism,aspartate-semialdehyde dehydrogenase DoeC,doeC
hotlake_ucc_71132,CY41DRAFT_1686,,,arginine decarboxylase Adi,adi
hotlake_ucc_71133,CY41DRAFT_1687,,,predicted choloylglycine hydrolase,
hotlake_ucc_71134,CY41DRAFT_1688,,,biotin carboxylase,
hotlake_ucc_71135,CY41DRAFT_1689,Unknown function,Enzymes of unknown specificity,carbon-nitrogen hydrolase,
hotlake_ucc_71136,CY41DRAFT_1690,Regulatory functions,DNA interactions,regulator of ectoine-degradation genes DoeX,doeX
hotlake_ucc_71137,CY41DRAFT_1691,Amino acid metabolism,Glycine_ serine and threonine metabolism,N-alpha-acetyl-L-2_4-diaminobutyrate deacetylase DoeB,doeB
hotlake_ucc_71138,CY41DRAFT_1692,Amino acid metabolism::Intracellular trafficking_ assembly_ and processing,Glycine_ serine and threonine metabolism::Peptidases,ectoine hydrolase DoeA,doeA
hotlake_ucc_71139,CY41DRAFT_1693,Unknown function,General,glyoxylate/hydroxypyruvate reductase GhrA,ghrA
hotlake_ucc_71140,CY41DRAFT_1694,Unknown function,Enzymes of unknown specificity,nicotinamidase PcnA,pncA
hotlake_ucc_71141,CY41DRAFT_1695,Prosthetic groups_ cofactors_ and carriers,Nicotinate and nicotinamide metabolism,nicotinate phosphoribosyltransferase PcnB,pcnB
hotlake_ucc_71142,CY41DRAFT_1696,,,hypothetical protein,
hotlake_ucc_71144,CY41DRAFT_1697,,,predicted membrane protein,
hotlake_ucc_71145,CY41DRAFT_1698,Amino acid metabolism,Alanine_ aspartate and glutamate metabolism,L-asparaginase,ansA
hotlake_ucc_71146,CY41DRAFT_1699,Transport and binding proteins,Amino acids_ peptides and amines,alanine:Na+ symporter AgcS,agcS
hotlake_ucc_71147,CY41DRAFT_1700,Unknown function,General,ribosomal protein S12 methylthiotransferase YcaO,ycaO
hotlake_ucc_71148,CY41DRAFT_1701,Regulatory functions,DNA interactions,TetR family transcriptional regulator,
hotlake_ucc_71149,CY41DRAFT_1702,Fatty acid and lipid metabolism,Biosynthesis,beta-ketoacyl-acyl-carrier-protein synthase II,fabF
hotlake_ucc_71150,CY41DRAFT_1703,Unknown function,Enzymes of unknown specificity,zinc-binding alcohol dehydrogenase family protein,
hotlake_ucc_71151,CY41DRAFT_1704,,,Cro/CI family transcriptional regulator,
hotlake_ucc_71152,CY41DRAFT_1705,Regulatory functions,DNA interactions,TetR/AcrR family transcriptional regulator_ transcriptional repressor for nem operon,nemR
hotlake_ucc_71153,CY41DRAFT_1706,Intracellular trafficking_ assembly_ and processing::Transport and binding proteins,Unknown substrate::Protein export_ secretion_ and sorting,RND family efflux transporter_ MFP subunit,
hotlake_ucc_71154,CY41DRAFT_1707,,,cation/multidrug efflux pump,
hotlake_ucc_71155,CY41DRAFT_1708,Regulatory functions::Signal transduction::Unknown function,Enzymes of unknown specificity::Two-component systems::General,two-component system_ OmpR family_ sensor histidine kinase BaeS,baeS
hotlake_ucc_71156,CY41DRAFT_1709,Regulatory functions::Signal transduction,Taxis::DNA interactions,two-component system_ OmpR family_ response regulator BaeR,baeR
hotlake_ucc_71157,CY41DRAFT_1710,Intracellular trafficking_ assembly_ and processing::Unknown function,Enzymes of unknown specificity::Peptidases,probable lipase/esterase,
hotlake_ucc_71159,CY41DRAFT_1711,,,hypothetical protein,
hotlake_ucc_71161,CY41DRAFT_1712,,,hypothetical protein,
hotlake_ucc_71162,CY41DRAFT_1713,Transport and binding proteins,General,choline/glycine/proline betaine transporter BetT,betT
hotlake_ucc_71163,CY41DRAFT_1714,Transport and binding proteins,Anions,SulP family sulfate permease,
hotlake_ucc_71164,CY41DRAFT_1715,Unknown function,Enzymes of unknown specificity,alcohol dehydrogenase_ propanol-preferring,adhP
hotlake_ucc_71165,CY41DRAFT_1716,,,aldehyde dehydrogenase AldB,aldB
hotlake_ucc_71166,CY41DRAFT_1717,Regulatory functions::Signal transduction,Taxis::DNA interactions,two component transcriptional regulator_ LuxR family,
hotlake_ucc_71167,CY41DRAFT_1718,Signal transduction::Unknown function,Enzymes of unknown specificity::Two-component systems::Taxis,signal transduction histidine kinase,
hotlake_ucc_71168,CY41DRAFT_1719,,,hypothetical protein,
hotlake_ucc_71169,CY41DRAFT_1720,Signal transduction::Unknown function,Enzymes of unknown specificity::Two-component systems::Taxis,,
hotlake_ucc_71170,CY41DRAFT_1721,Unknown function,Enzymes of unknown specificity,hypothetical protein,
hotlake_ucc_71172,CY41DRAFT_1722,Defense and invasion systems,General,universal stress protein UspA-like protein,
hotlake_ucc_71173,CY41DRAFT_1723,Transport and binding proteins,Unknown substrate,TRAP transporter_ 4TM/12TM fusion protein,
hotlake_ucc_71174,CY41DRAFT_1724,Transport and binding proteins,Unknown substrate,TRAP-type transport system TAXI family substrate-binding component,
hotlake_ucc_71176,CY41DRAFT_1725,Transport and binding proteins,Unknown substrate::Carbohydrates_ organic alcohols_ and acids,TRAP-type transport system large permease component,
hotlake_ucc_71177,CY41DRAFT_1726,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,TRAP-type transport system small permease component,
hotlake_ucc_71178,CY41DRAFT_1727,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,TRAP-type transport system substrate-binding component,
hotlake_ucc_71180,CY41DRAFT_1728,,,O-acetylserine/cysteine efflux transporter EamA,eamA
hotlake_ucc_71181,CY41DRAFT_1729,Unknown function,General,TAT-exported DUF192 domain protein of unknown function,
hotlake_ucc_71183,CY41DRAFT_1730,Transport and binding proteins,Unknown substrate,ABC-type molybdenum uptake system ATPase component ModC,modC
hotlake_ucc_71184,CY41DRAFT_1731,Transport and binding proteins,Cofactors and prosthetic groups,ABC-type molybdenum uptake system permease component ModB,modB
hotlake_ucc_71185,CY41DRAFT_1732,Transport and binding proteins,Cofactors and prosthetic groups,ABC-type molybdenum uptake system substrate-binding component ModA,modA
hotlake_ucc_71187,CY41DRAFT_1733,Carbohydrate metabolism,Glycolysis / Gluconeogenesis,pyruvate kinase,pyk
hotlake_ucc_71188,CY41DRAFT_1734,Nucleic acid metabolism,Purine metabolism,ureidoglycolate lyase AllA,allA
hotlake_ucc_71189,CY41DRAFT_1735,Nucleic acid metabolism::Unknown function,General::Purine metabolism,(S)-ureidoglycine aminohydrolase YlbA,ylbA
hotlake_ucc_71190,CY41DRAFT_1736,Transport and binding proteins,Unknown substrate,ABC-type allantoate uptake system ATPase component HpxI,hpxI
hotlake_ucc_71191,CY41DRAFT_1737,Transport and binding proteins,Amino acids_ peptides and amines,ABC-type allantoate uptake system permease component HpxH,hpxH
hotlake_ucc_71192,CY41DRAFT_1738,Transport and binding proteins,Amino acids_ peptides and amines,ABC-type allantoate uptake system permease component HpxG,hpxG
hotlake_ucc_71193,CY41DRAFT_1739,,,ABC-type allantoate uptake system substrate-binding component HpxF,hpxF
hotlake_ucc_71194,CY41DRAFT_1740,Regulatory functions,DNA interactions,transcriptional regulator of allantoate catabolism HpxU,hpxU
hotlake_ucc_71195,CY41DRAFT_1741,Nucleic acid metabolism::Glycan biosynthesis and metabolism,Polysacharide and lipopolysaccharide metabolism::Purine metabolism,allantoinase HpxB,hpxB
hotlake_ucc_71196,CY41DRAFT_1742,,,allantoin racemase HpxA,hpxA
hotlake_ucc_71197,CY41DRAFT_1743,Transport and binding proteins,Nucleosides_ purines and pyrimidines,NCS1 family nucleobase:cation symporter,
hotlake_ucc_71198,CY41DRAFT_1744,Transport and binding proteins,Nucleosides_ purines and pyrimidines,allantoin permease HpxC,hpxC
hotlake_ucc_71199,CY41DRAFT_1745,,,hypothetical protein,
hotlake_ucc_71200,CY41DRAFT_1747,,,toxin-antitoxin system PF12441 family toxin component,
hotlake_ucc_71201,CY41DRAFT_1748,,,toxin-antitoxin system PF04365 family antidote component,
hotlake_ucc_71202,CY41DRAFT_1749,Transport and binding proteins,Unknown substrate,ABC-type molybdenum uptake system ATPase component ModF,modF
hotlake_ucc_71203,CY41DRAFT_1750,Amino acid metabolism,Valine_ leucine and isoleucine metabolism,ketol-acid reductoisomerase IlvC,ilvC
hotlake_ucc_71204,CY41DRAFT_1751,Regulatory functions,DNA interactions,IlvC transcriptional activator IlvY,ilvY
hotlake_ucc_71205,CY41DRAFT_1752,Regulatory functions,DNA interactions,GntR family transcriptional regulator,
hotlake_ucc_71206,CY41DRAFT_1753,Energy metabolism,Oxidative phosphorylation,monoheme cytochrome c,
hotlake_ucc_71207,CY41DRAFT_1754,Nucleic acid metabolism,Purine metabolism,5-hydroxyisourate hydrolase UraH,uraH
hotlake_ucc_71208,CY41DRAFT_1755,Nucleic acid metabolism,Purine metabolism,2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase UraD,uraD
hotlake_ucc_71209,CY41DRAFT_1756,Carbohydrate metabolism,Butanoate metabolism,Phasin protein,
hotlake_ucc_71210,CY41DRAFT_1757,,,glutathione S-transferase,
hotlake_ucc_71211,CY41DRAFT_1758,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,L-lactate permease LctP,lldP
hotlake_ucc_71212,CY41DRAFT_1759,,,isoleucine patch superfamily enzyme_ carbonic anhydrase/acetyltransferase,
hotlake_ucc_71213,CY41DRAFT_1760,,,FAD/FMN-dependent dehydrogenase,
hotlake_ucc_71214,CY41DRAFT_1761,Defense and invasion systems,Invasion response,alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase AgxT,agxT
hotlake_ucc_71215,CY41DRAFT_1762,,,predicted acyl-CoA transferase/carnitine dehydratase,
hotlake_ucc_71216,CY41DRAFT_1763,Unknown function,Enzymes of unknown specificity,enoyl-CoA hydratase/carnithine racemase,
hotlake_ucc_71217,CY41DRAFT_1764,Transport and binding proteins,Unknown substrate::Carbohydrates_ organic alcohols_ and acids,TRAP-type transport system large permease component,
hotlake_ucc_71218,CY41DRAFT_1765,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,TRAP-type transport system small permease component,
hotlake_ucc_71219,CY41DRAFT_1766,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,TRAP-type transport system substrate-binding component,
hotlake_ucc_71221,CY41DRAFT_1767,,,uncharacterized protein_ possibly involved in utilization of glycolate and propanediol,
hotlake_ucc_71222,CY41DRAFT_1768,Regulatory functions,DNA interactions,transcriptional regulator_ GntR family,
hotlake_ucc_71223,CY41DRAFT_1769,Regulatory functions,DNA interactions,GntR family transcriptional regulator_ transcriptional repressor for pyruvate dehydrogenase complex,pdhR
hotlake_ucc_71224,CY41DRAFT_1770,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism,glycolate oxidase subunit GlcD,glcD
hotlake_ucc_71225,CY41DRAFT_1771,,,glycolate oxidase FAD-binding subunit GlcE,glcE
hotlake_ucc_71226,CY41DRAFT_1772,,,glycolate oxidase FeS subunit GlcF,glcF
hotlake_ucc_71227,CY41DRAFT_1773,,,,
hotlake_ucc_71233,CY41DRAFT_1779,Defense and invasion systems,Detoxification and inactivation,alpha/beta hydrolase superfamily enzyme_ predicted hydrolase,
hotlake_ucc_71234,CY41DRAFT_1780,Prosthetic groups_ cofactors_ and carriers::Unknown function,Enzymes of unknown specificity::Porphyrin and chlorophyll metabolism,oxygen-independent coproporphyrinogen III oxidase HemN,hemN
hotlake_ucc_71235,CY41DRAFT_1781,Regulatory functions::Unknown function,General::DNA interactions,Crp/FNR family transcriptional regulator,fnr
hotlake_ucc_71236,CY41DRAFT_1782,,,tRNA 2-thiocytidine biosynthesis protein TtcA,ttcA
hotlake_ucc_71237,CY41DRAFT_1783,,,hypothetical protein,dnaQ
hotlake_ucc_71238,CY41DRAFT_1784,Unknown function,General,CBS domain-containing protein,
hotlake_ucc_71239,CY41DRAFT_1785,Transport and binding proteins,Unknown substrate,putative solute:sodium symporter small subunit,
hotlake_ucc_71240,CY41DRAFT_1786,Transport and binding proteins,Unknown substrate::Cations and iron carrying compounds,cation/acetate symporter ActP,actP
hotlake_ucc_71241,CY41DRAFT_1787,,,hypothetical protein,
hotlake_ucc_71242,CY41DRAFT_1788,Regulatory functions::Signal transduction::Unknown function,Enzymes of unknown specificity::Two-component systems::Taxis::Small molecule interactions,two component signal transduction system hybrid histidine kinase and response regulator with PAS sensory domain,
hotlake_ucc_71243,CY41DRAFT_1789,Regulatory functions::Signal transduction,Taxis::DNA interactions,two component signal transduction system luxR family response regulator,
hotlake_ucc_71244,CY41DRAFT_1790,Carbohydrate metabolism,Pyruvate metabolism,acetate--CoA ligase,acs
hotlake_ucc_71245,CY41DRAFT_1791,,,SprT protein,sprT
hotlake_ucc_71246,CY41DRAFT_1792,Unknown function,General,uncharacterized protein,
hotlake_ucc_71247,CY41DRAFT_1793,,,phosphatidylserine/phosphatidylglycerophosphate/ cardiolipin synthase,
hotlake_ucc_71248,CY41DRAFT_1794,,,16S rRNA (guanine1516-N2)-methyltransferase RsmJ,rsmJ
hotlake_ucc_71249,CY41DRAFT_1795,Intracellular trafficking_ assembly_ and processing::Translation,tRNA and rRNA base modification::Peptidases,tRNA threonylcarbamoyladenosine biosynthesis protein TsaB,tsaB
hotlake_ucc_71250,CY41DRAFT_1796,Nucleic acid metabolism,Purine metabolism,adenylate kinase Adk,adk
hotlake_ucc_71251,CY41DRAFT_1797,Carbohydrate metabolism,Pyruvate metabolism,pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) AceF,aceF
hotlake_ucc_71252,CY41DRAFT_1798,Carbohydrate metabolism,Pyruvate metabolism,pyruvate dehydrogenase E1 component AceE,aceE
hotlake_ucc_71253,CY41DRAFT_1799,Glycan biosynthesis and metabolism,Polysacharide and lipopolysaccharide metabolism,AmpD protein,ampD
hotlake_ucc_71254,CY41DRAFT_1800,Prosthetic groups_ cofactors_ and carriers,Nicotinate and nicotinamide metabolism,nicotinate-nucleotide pyrophosphorylase (carboxylating) NadC,nadC
hotlake_ucc_71255,CY41DRAFT_1801,Unknown function,Enzymes of unknown specificity,putative acetyltransferase,yafP
hotlake_ucc_71256,CY41DRAFT_1802,Translation,tRNA and rRNA base modification,tRNA-Thr(GGU) m(6)t(6)A37 methyltransferase TsaA,tsaA
hotlake_ucc_71257,CY41DRAFT_1803,Nucleic acid metabolism,Purine metabolism,phosphoribosylaminoimidazolesuccinocarboxamide synthase PurC,purC
hotlake_ucc_71258,CY41DRAFT_1804,,,beta barrel protein translocation lipoprotein component BamC,bamC
hotlake_ucc_71259,CY41DRAFT_1805,Amino acid metabolism::Carbohydrate metabolism,Lysine biosynthesis::Ascorbate and aldarate metabolism,4-hydroxy-tetrahydrodipicolinate synthase DapA,dapA
hotlake_ucc_71260,CY41DRAFT_1806,Defense and invasion systems,Detoxification and inactivation,peroxiredoxin Q/BCP,
hotlake_ucc_71261,CY41DRAFT_1807,,,AI-2E family exporter,perM
hotlake_ucc_71262,CY41DRAFT_1808,,,predicted redox protein_ regulator of disulfide bond formation,
hotlake_ucc_71263,CY41DRAFT_1809,Intracellular trafficking_ assembly_ and processing,Peptidases,family M48 peptidase,
hotlake_ucc_71264,CY41DRAFT_1810,Prosthetic groups_ cofactors_ and carriers,Nicotinate and nicotinamide metabolism,quinolinate synthase NadA,nadA
hotlake_ucc_71267,CY41DRAFT_1813,Translation,tRNA and rRNA base modification,23S rRNA pseudouridine2605 synthase RluB,rluB
