GeneID,Acc_num,Main_Role,Subrole,Product,Gene
hotlake_ucc_82913,CD01DRAFT_1864,,,hypothetical protein,
hotlake_ucc_82914,CD01DRAFT_1865,Defense and invasion systems::Unknown function,Detoxification and inactivation::Enzymes of unknown specificity,lactoylglutathione lyase,gloA
hotlake_ucc_82915,CD01DRAFT_1866,Carbohydrate metabolism::Metabolism of other amino acids and amines::Unknown function,Phosphonate and phosphinate metabolism::General::Amino sugar and nucleotide sugar metabolism,mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase,
hotlake_ucc_82916,CD01DRAFT_1867,,,hypothetical protein,
hotlake_ucc_82917,CD01DRAFT_1868,,,hypothetical protein,
hotlake_ucc_82918,CD01DRAFT_1869,Defense and invasion systems,General,CspA family cold shock protein,cspC
hotlake_ucc_82919,CD01DRAFT_1870,,,protein SlyX,slyX
hotlake_ucc_82920,CD01DRAFT_1871,Amino acid metabolism::Intracellular trafficking_ assembly_ and processing,Lysine biosynthesis::Peptidases,succinyl-diaminopimelate desuccinylase DapE,dapE
hotlake_ucc_82921,CD01DRAFT_1872,Amino acid metabolism,Lysine biosynthesis,2_3_4_5-tetrahydropyridine-2-carboxylate N-succinyltransferase DapD,dapD
hotlake_ucc_82922,CD01DRAFT_1873,Regulatory functions::Unknown function,General::DNA interactions,Spx/MgsR family transcriptional regulator,
hotlake_ucc_82923,CD01DRAFT_1874,Amino acid metabolism,Lysine biosynthesis,N-succinyldiaminopimelate aminotransferase DapC,dapC
hotlake_ucc_82924,CD01DRAFT_1875,Regulatory functions::Unknown function,Enzymes of unknown specificity::General::Protein interactions,[protein-PII] uridylyltransferase GlnD,glnD
hotlake_ucc_82925,CD01DRAFT_1876,Intracellular trafficking_ assembly_ and processing,Peptidases,methionyl aminopeptidase Map,map
hotlake_ucc_82927,CD01DRAFT_1878,Translation,Ribosomal proteins: synthesis and modification,SSU ribosomal protein S2 RpsB,rpsB
hotlake_ucc_82928,CD01DRAFT_1879,Translation,Translation factors,elongation factor Tsf,tsf
hotlake_ucc_82929,CD01DRAFT_1880,Nucleic acid metabolism,Pyrimidine metabolism,UMP kinase,pyrH
hotlake_ucc_82930,CD01DRAFT_1881,Translation,Translation factors,ribosome recycling factor Frr,frr
hotlake_ucc_82931,CD01DRAFT_1882,Terpenoids and polyketides metabolism,Terpenoid backbone biosynthesis,undecaprenyl diphosphate synthase UppS,uppS
hotlake_ucc_82932,CD01DRAFT_1883,Unknown function,Enzymes of unknown specificity,phosphatidate cytidylyltransferase CdsA,cdsA
hotlake_ucc_82933,CD01DRAFT_1884,Terpenoids and polyketides metabolism,Terpenoid backbone biosynthesis,1-deoxy-D-xylulose-5-phosphate reductoisomerase Dxr,dxr
hotlake_ucc_82934,CD01DRAFT_1885,Intracellular trafficking_ assembly_ and processing,Peptidases,regulator of sigma E protease RseP,rseP
hotlake_ucc_82935,CD01DRAFT_1886,Intracellular trafficking_ assembly_ and processing::Unknown function,Protein export_ secretion_ and sorting::General,beta barrel protein insertion system outer membrane component BamA,bamA
hotlake_ucc_82937,CD01DRAFT_1887,Intracellular trafficking_ assembly_ and processing,Chaperone and folding catalysis,periplasmic chaperone for outer membrane proteins Skp,skp
hotlake_ucc_82939,CD01DRAFT_1888,Glycan biosynthesis and metabolism,Polysacharide and lipopolysaccharide metabolism,UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase LpxD,lpxD
hotlake_ucc_82940,CD01DRAFT_1889,Fatty acid and lipid metabolism,Biosynthesis,beta-hydroxyacyl-(acyl-carrier-protein) dehydratase FabZ,fabZ
hotlake_ucc_82941,CD01DRAFT_1890,Glycan biosynthesis and metabolism,Polysacharide and lipopolysaccharide metabolism,acyl-[acyl-carrier-protein]-UDP-N-acetylglucosamine O-acyltransferase LpxA,lpxA
hotlake_ucc_82942,CD01DRAFT_1891,Glycan biosynthesis and metabolism,Polysacharide and lipopolysaccharide metabolism,lipid-A-disaccharide synthase LpxB,lpxB
hotlake_ucc_82943,CD01DRAFT_1892,Nucleic acid metabolism,RNA degradation,ribonuclease HII,rnhB
hotlake_ucc_82945,CD01DRAFT_1894,,,toxin-antitoxin system Mnt family antidote component,
hotlake_ucc_82946,CD01DRAFT_1895,,,hypothetical protein,
hotlake_ucc_82947,CD01DRAFT_1896,Nucleic acid metabolism,DNA replication_ recombination_ and repair,hypothetical protein,
hotlake_ucc_82948,CD01DRAFT_1897,,,hypothetical protein,
hotlake_ucc_82949,CD01DRAFT_1898,,,hypothetical protein,
hotlake_ucc_82950,CD01DRAFT_1899,,,hypothetical protein,
hotlake_ucc_82951,CD01DRAFT_1900,Mobile and extrachromosomal element functions,Bacteriophage and virus functions,Site-specific recombinase XerC,
hotlake_ucc_82952,CD01DRAFT_1901,,,hypothetical protein,
hotlake_ucc_82953,CD01DRAFT_1902,Regulatory functions::Signal transduction,Taxis::DNA interactions,two component signal transduction system LuxR family response regulator,
hotlake_ucc_82954,CD01DRAFT_1903,,,phenylacetaldehyde dehydrogenase FeaB,peaE
hotlake_ucc_82955,CD01DRAFT_1904,Prosthetic groups_ cofactors_ and carriers::Unknown function,Enzymes of unknown specificity::Ubiquinone and other terpenoid-quinone biosynthesis,PQQ-dependent ethanol dehydrogenase QueDH,queDH
hotlake_ucc_82957,CD01DRAFT_1905,,,Putative MetA-pathway of phenol degradation,
hotlake_ucc_82959,CD01DRAFT_1906,Regulatory functions::Unknown function,General::DNA interactions::Protein interactions,Sigma54-dependent Fis family transcriptional regulator,
hotlake_ucc_82960,CD01DRAFT_1907,,,Cro/CI family transcriptional regulator,
hotlake_ucc_82961,CD01DRAFT_1908,,,hypothetical protein,
hotlake_ucc_82962,CD01DRAFT_1909,Mobile and extrachromosomal element functions,Bacteriophage and virus functions,integrase Int,int
hotlake_ucc_82963,CD01DRAFT_1910,,,3'-5' exoribonuclease Cbf,cbf
hotlake_ucc_82964,CD01DRAFT_1911,,,hypothetical protein,
hotlake_ucc_82966,CD01DRAFT_1912,Regulatory functions::Signal transduction,Taxis::DNA interactions,two-component signal transduction system LuxR family response regulator,
hotlake_ucc_82967,CD01DRAFT_1913,Unknown function,Enzymes of unknown specificity,two-component signal transduction system histidine kinase,
hotlake_ucc_82968,CD01DRAFT_1914,,,hypothetical protein,
hotlake_ucc_82969,CD01DRAFT_1915,Regulatory functions,Small molecule interactions,GGDEF domain protein,
hotlake_ucc_82970,CD01DRAFT_1916,,,hypothetical protein,
hotlake_ucc_82971,CD01DRAFT_1917,,,hypothetical protein,
hotlake_ucc_82972,CD01DRAFT_1918,,,hypothetical protein,
hotlake_ucc_82973,CD01DRAFT_1919,Cell motility and adherance,Surface structures and assembly platforms,Tad secretion system assembly platform protein TadG,tadG
hotlake_ucc_82974,CD01DRAFT_1920,Cell motility and adherance,Surface structures and assembly platforms,Tad secretion system pilus assembly protein RcpC,rcpC
hotlake_ucc_82975,CD01DRAFT_1921,,,Tad secretion system assembly protein RcpA,rcpA
hotlake_ucc_82977,CD01DRAFT_1922,,,Tad secretion system pilus assembly protein TadZ,tadZ
hotlake_ucc_82978,CD01DRAFT_1923,,,Tad secretion system ATPase TadA,tadA
hotlake_ucc_82979,CD01DRAFT_1924,Intracellular trafficking_ assembly_ and processing,Protein export_ secretion_ and sorting,Tad secretion system assembly platform protein TadB,tadB
hotlake_ucc_82980,CD01DRAFT_1925,Intracellular trafficking_ assembly_ and processing,Protein export_ secretion_ and sorting,Tad secretion system assembly platform protein TadC,tadC
hotlake_ucc_82981,CD01DRAFT_1926,,,Tad secretion system assembly platform TadD,tadD
hotlake_ucc_82982,CD01DRAFT_1927,,,Tad secretion system protein,
hotlake_ucc_82984,CD01DRAFT_1928,,,Tad secretion system protein,
hotlake_ucc_82985,CD01DRAFT_1929,,,sigma-B regulation protein (phosphoserine phosphatase) RsbU,rsbU
hotlake_ucc_82986,CD01DRAFT_1930,,,serine/threonine protein kinase anti-sigma regulatory factor,
hotlake_ucc_82987,CD01DRAFT_1931,Regulatory functions,Protein interactions,anti-anti-sigma factor,
hotlake_ucc_82988,CD01DRAFT_1932,,,hypothetical protein,
hotlake_ucc_82989,CD01DRAFT_1933,,,hypothetical protein,
hotlake_ucc_82990,CD01DRAFT_1934,,,capsule assembly protein Wzi,wzi
hotlake_ucc_82991,CD01DRAFT_1935,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,capsular polysaccharide export lipoprotein Wza,wza
hotlake_ucc_82993,CD01DRAFT_1936,Defense and invasion systems,Detoxification and inactivation,protein-tyrosine phosphatase,
hotlake_ucc_82994,CD01DRAFT_1937,Transport and binding proteins::Glycan biosynthesis and metabolism::Unknown function,Polysacharide and lipopolysaccharide metabolism::Carbohydrates_ organic alcohols_ and acids::General,tyrosine-protein kinase Wzc,wzc
hotlake_ucc_82995,CD01DRAFT_1938,Terpenoids and polyketides metabolism::Glycan biosynthesis and metabolism::Unknown function,Polyketide sugar unit biosynthesis::Polysacharide and lipopolysaccharide metabolism::Enzymes of unknown specificity,dTDP-glucose 4_6-dehydratase RfbB,rfbB
hotlake_ucc_82996,CD01DRAFT_1939,Glycan biosynthesis and metabolism::Unknown function,Polysacharide and lipopolysaccharide metabolism::Enzymes of unknown specificity,dTDP-4-dehydrorhamnose reductase RfbD,rfbD
hotlake_ucc_82997,CD01DRAFT_1940,Terpenoids and polyketides metabolism::Metabolism of other amino acids and amines,Polyketide sugar unit biosynthesis::Phosphonate and phosphinate metabolism,glucose-1-phosphate thymidylyltransferase RfbA,rfbA
hotlake_ucc_82998,CD01DRAFT_1941,Glycan biosynthesis and metabolism,Polysacharide and lipopolysaccharide metabolism,dTDP-4-dehydrorhamnose 3_5-epimerase RfbC,rfbC
hotlake_ucc_82999,CD01DRAFT_1942,Glycan biosynthesis and metabolism,Polysacharide and lipopolysaccharide metabolism,polysaccharide flippase,
hotlake_ucc_83000,CD01DRAFT_1943,,,sulfurtransferase famly protein,
hotlake_ucc_83001,CD01DRAFT_1944,Glycan biosynthesis and metabolism,Polysacharide and lipopolysaccharide metabolism,Glycosyltransferases involved in cell wall biogenesis,
hotlake_ucc_83002,CD01DRAFT_1945,Unknown function,Enzymes of unknown specificity,sulfurtransferase famly protein,
hotlake_ucc_83003,CD01DRAFT_1946,Glycan biosynthesis and metabolism,Polysacharide and lipopolysaccharide metabolism,GT4 family glycosyl transferase,
hotlake_ucc_83004,CD01DRAFT_1947,Glycan biosynthesis and metabolism,Polysacharide and lipopolysaccharide metabolism,GT4 family glycosyl transferase,
hotlake_ucc_83005,CD01DRAFT_1948,Glycan biosynthesis and metabolism,Polysacharide and lipopolysaccharide metabolism,GT4 family glycosyl transferase,
hotlake_ucc_83006,CD01DRAFT_1949,,,EpsG family,
hotlake_ucc_83007,CD01DRAFT_1951,Glycan biosynthesis and metabolism,Polysacharide and lipopolysaccharide metabolism,GT4 family glycosyl transferase,
hotlake_ucc_83008,CD01DRAFT_1952,Fatty acid and lipid metabolism::Glycan biosynthesis and metabolism,Biosynthesis::Peptidoglycan metabolism,UDP-GlcNAc:undecaprenyl-phosphate GlcNAc-1-phosphate transferase WecA,wecA
hotlake_ucc_83009,CD01DRAFT_1953,Regulatory functions,Small molecule interactions,diguanylate cyclase (GGDEF) domain,
hotlake_ucc_83010,CD01DRAFT_1954,Cell motility and adherance,Flagella complex and associated proteins,OOP family porin,
hotlake_ucc_83012,CD01DRAFT_1955,,,Bacterial Ig-like domain,
hotlake_ucc_83014,CD01DRAFT_1956,,,hypothetical protein,
hotlake_ucc_83015,CD01DRAFT_1957,,,hypothetical protein,
hotlake_ucc_83016,CD01DRAFT_1958,,,hypothetical protein,
hotlake_ucc_83017,CD01DRAFT_1959,Mobile and extrachromosomal element functions,Selfish genetic elements,ISPre1-like transposase,
hotlake_ucc_83018,CD01DRAFT_1961,,,hypothetical protein,
hotlake_ucc_83020,CD01DRAFT_1962,,,hypothetical protein,
hotlake_ucc_83021,CD01DRAFT_1964,Mobile and extrachromosomal element functions,Selfish genetic elements,transposase,
hotlake_ucc_83022,CD01DRAFT_1965,Mobile and extrachromosomal element functions,Selfish genetic elements,transposase,
hotlake_ucc_83023,CD01DRAFT_1966,Mobile and extrachromosomal element functions,Selfish genetic elements,transposase,
hotlake_ucc_83024,CD01DRAFT_1967,Mobile and extrachromosomal element functions,Selfish genetic elements,transposase,
hotlake_ucc_83025,CD01DRAFT_1972,,,toxin-antitoxin system Mnt family toxin component,
hotlake_ucc_83026,CD01DRAFT_1973,,,toxin-antitoxin system antidote component,
hotlake_ucc_83027,CD01DRAFT_1975,Unknown function,Enzymes of unknown specificity,putative phosphoesterase,
hotlake_ucc_83028,CD01DRAFT_1976,Unknown function,Enzymes of unknown specificity,Inhibitor of the KinA pathway to sporulation_ predicted exonuclease,
hotlake_ucc_83029,CD01DRAFT_1977,,,hypothetical protein,
hotlake_ucc_83030,CD01DRAFT_1978,Defense and invasion systems::Unknown function,Enzymes of unknown specificity::Invasion response,putative protein conserved in bacteria,
hotlake_ucc_83031,CD01DRAFT_1979,Unknown function,General,Archaeal ATPase,
hotlake_ucc_83032,CD01DRAFT_1980,,,hypothetical protein,
hotlake_ucc_83033,CD01DRAFT_1981,,,hypothetical protein,
hotlake_ucc_83034,CD01DRAFT_1982,,,hypothetical protein,
hotlake_ucc_83035,CD01DRAFT_1983,,,hypothetical protein,
hotlake_ucc_83036,CD01DRAFT_1984,Cell structure_ growth_ and death,Toxin-antitoxin systems,toxin-antitoxin system antidote component,
hotlake_ucc_83037,CD01DRAFT_1985,,,hypothetical protein,
hotlake_ucc_83038,CD01DRAFT_1986,,,hypothetical protein,
hotlake_ucc_83039,CD01DRAFT_1987,Nucleic acid metabolism::Mobile and extrachromosomal element functions,Selfish genetic elements::DNA replication_ recombination_ and repair,ISAfe12-like transposase Orf2,
hotlake_ucc_83040,CD01DRAFT_1988,Mobile and extrachromosomal element functions,Selfish genetic elements,ISAfe12-like transposase Orf1,
hotlake_ucc_83041,CD01DRAFT_1989,,,hypothetical protein,
hotlake_ucc_83042,CD01DRAFT_1990,,,hypothetical protein,
hotlake_ucc_83043,CD01DRAFT_1991,Unknown function,Enzymes of unknown specificity,DNA repair exonuclease,
hotlake_ucc_83044,CD01DRAFT_1992,,,hypothetical protein,
hotlake_ucc_83045,CD01DRAFT_1993,,,Protein of unknown function (DUF2892),
hotlake_ucc_83046,CD01DRAFT_1994,Regulatory functions::Unknown function,General::DNA interactions,CRP/FNR family transcriptional regulator_ anaerobic regulatory protein,fnr
hotlake_ucc_83047,CD01DRAFT_1995,,,Fibronectin type III domain,
hotlake_ucc_83048,CD01DRAFT_1996,Regulatory functions::Unknown function,Enzymes of unknown specificity::Small molecule interactions,PAS domain S-box,
hotlake_ucc_83049,CD01DRAFT_1997,Regulatory functions::Glycan biosynthesis and metabolism,Polysacharide and lipopolysaccharide metabolism::Protein interactions,FecR family protein,
hotlake_ucc_83051,CD01DRAFT_1998,Regulatory functions::Signal transduction,Taxis::DNA interactions,Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain,
hotlake_ucc_83052,CD01DRAFT_1999,Nucleic acid metabolism::Unknown function,General::DNA replication_ recombination_ and repair,DNA topoisomerase III TopB,topB
hotlake_ucc_83053,CD01DRAFT_2000,Regulatory functions,DNA interactions,BolA protein,bolA
hotlake_ucc_83054,CD01DRAFT_2001,Translation,tRNA and rRNA base modification,tRNA threonylcarbamoyl adenosine modification protein_ Sua5/YciO/YrdC/YwlC family,yrdC
hotlake_ucc_83055,CD01DRAFT_2002,,,hypothetical protein,
hotlake_ucc_83056,CD01DRAFT_2003,Regulatory functions::Signal transduction,General::Taxis,chemotaxis signal relay system methyl-accepting signal transducer,mcp
hotlake_ucc_83057,CD01DRAFT_2004,,,Putative mono-oxygenase ydhR,
hotlake_ucc_83058,CD01DRAFT_2005,Fatty acid and lipid metabolism,General,putative esterase of the alpha-beta hydrolase superfamily,
hotlake_ucc_83059,CD01DRAFT_2006,Transport and binding proteins,Cations and iron carrying compounds,CDF family cation diffusion facilitator,
hotlake_ucc_83060,CD01DRAFT_2007,Transport and binding proteins,Amino acids_ peptides and amines,Putative threonine efflux protein,
hotlake_ucc_83061,CD01DRAFT_2008,,,hypothetical protein,
hotlake_ucc_83063,CD01DRAFT_2009,,,AI-2E family exporter,
hotlake_ucc_83064,CD01DRAFT_2010,Transport and binding proteins::Unknown function,Unknown substrate::General,protein of unknown function,
hotlake_ucc_83065,CD01DRAFT_2011,Unknown function,General,protein of unknown function,
hotlake_ucc_83066,CD01DRAFT_2012,Mobile and extrachromosomal element functions,Bacteriophage and virus functions,protein of unknown function containing DUF4102 domain/Phage integrase family,
hotlake_ucc_83067,CD01DRAFT_2013,Regulatory functions,DNA interactions,AlpA family transcriptional regulator,
hotlake_ucc_83068,CD01DRAFT_2014,,,hypothetical protein,
hotlake_ucc_83069,CD01DRAFT_2015,,,hypothetical protein,
hotlake_ucc_83070,CD01DRAFT_2016,,,hypothetical protein,
hotlake_ucc_83071,CD01DRAFT_2017,,,hypothetical protein,
hotlake_ucc_83072,CD01DRAFT_2018,,,integrase,
hotlake_ucc_83073,CD01DRAFT_2020,,,hypothetical protein,
hotlake_ucc_83074,CD01DRAFT_2021,,,hypothetical protein,
hotlake_ucc_83075,CD01DRAFT_2022,,,phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthase family protein,
hotlake_ucc_83076,CD01DRAFT_2023,Defense and invasion systems::Unknown function,Enzymes of unknown specificity::Invasion response,SNF2 family N-terminal domain,
hotlake_ucc_83077,CD01DRAFT_2024,,,hypothetical protein,
hotlake_ucc_83078,CD01DRAFT_2025,Defense and invasion systems,Invasion response,type I site-specific restriction-modification system DNA methyltransferase subunit HsdM,hsdM
hotlake_ucc_83079,CD01DRAFT_2026,Defense and invasion systems,Restriction-modification systems,type I site-specific restriction-modification system specificity subunit HsdS,hsdS
hotlake_ucc_83080,CD01DRAFT_2027,Cell structure_ growth_ and death,Toxin-antitoxin systems,putative DNA-binding protein in cluster with type I restriction-modification system,
hotlake_ucc_83081,CD01DRAFT_2028,Defense and invasion systems::Unknown function,Enzymes of unknown specificity::Invasion response::Restriction-modification systems,type I site-specific restriction-modification system restriction subunit HsdR,hsdR
hotlake_ucc_83082,CD01DRAFT_2029,,,pentapeptide repeat family protein,
hotlake_ucc_83083,CD01DRAFT_2030,,,putative enzyme with P-loop containing nucleotide triphosphate hydrolase domain YjgR,
hotlake_ucc_83084,CD01DRAFT_2031,,,SIR2-like domain,
hotlake_ucc_83085,CD01DRAFT_2032,,,hypothetical protein,
hotlake_ucc_83086,CD01DRAFT_2033,,,hypothetical protein,
hotlake_ucc_83088,CD01DRAFT_2035,Glycan biosynthesis and metabolism::Unknown function,Enzymes of unknown specificity::Polysacharide and lipopolysaccharide metabolism,transferase 2_ rSAM/selenodomain-associated,
hotlake_ucc_83089,CD01DRAFT_2036,Unknown function,Enzymes of unknown specificity,hypothetical protein,
hotlake_ucc_83090,CD01DRAFT_2037,Intracellular trafficking_ assembly_ and processing,Peptidases,insulinase-like Zn-dependent peptidase,
hotlake_ucc_83091,CD01DRAFT_2038,,,hypothetical protein,
hotlake_ucc_83092,CD01DRAFT_2039,Glycan biosynthesis and metabolism::Unknown function,Polysacharide and lipopolysaccharide metabolism::Enzymes of unknown specificity,Putative dehydrogenase domain of multifunctional non-ribosomal peptide synthetases and related enzym,
hotlake_ucc_83093,CD01DRAFT_2040,Translation::Unknown function,Transfer RNA biogenesis::Enzymes of unknown specificity,ribonuclease T Rnt,rnt
hotlake_ucc_83094,CD01DRAFT_2041,Nucleic acid metabolism::Unknown function,Enzymes of unknown specificity::Pyrimidine metabolism,dihydroorotase_ homodimeric type,pyrC
hotlake_ucc_83095,CD01DRAFT_2042,Cell motility and adherance,Flagella complex and associated proteins,putative outer membrane protein,
hotlake_ucc_83097,CD01DRAFT_2043,,,deacetylase,
hotlake_ucc_83098,CD01DRAFT_2044,Unknown function,Enzymes of unknown specificity,acetyltransferase YfiQ,yfiQ
hotlake_ucc_83099,CD01DRAFT_2045,Nucleic acid metabolism,DNA replication_ recombination_ and repair,recombination associated protein RdgC,rdgC
hotlake_ucc_83100,CD01DRAFT_2046,,,Protein of unknown function (DUF2788),
hotlake_ucc_83101,CD01DRAFT_2047,,,hypothetical protein YaaA,yaaA
hotlake_ucc_83102,CD01DRAFT_2048,,,Glutaredoxin-like domain (DUF836),
hotlake_ucc_83103,CD01DRAFT_2049,Unknown function,Enzymes of unknown specificity,Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases),
hotlake_ucc_83104,CD01DRAFT_2050,Carbohydrate metabolism::Unknown function,Glyoxylate and dicarboxylate metabolism::Enzymes of unknown specificity,phosphoglycolate phosphatase_ bacterial,gph
hotlake_ucc_83105,CD01DRAFT_2051,Defense and invasion systems::Fatty acid and lipid metabolism::Prosthetic groups_ cofactors_ and carriers::Translation::Unknown function,Ribosomal proteins: synthesis and modification::Detoxification and inactivation::Enzymes of unknown specificity::Biosynthesis::Ubiquinone and other terpenoid-quinone biosynthesis,bifunctional 2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase UbiG,ubiG
hotlake_ucc_83106,CD01DRAFT_2052,Unknown function,Enzymes of unknown specificity,amidohydrolase family protein,
hotlake_ucc_83107,CD01DRAFT_2053,Amino acid metabolism::Translation::Unknown function,Translation factors::General::Cysteine and methionine metabolism,methylthioribose-1-phosphate isomerase MtnA,mtnA
hotlake_ucc_83108,CD01DRAFT_2054,Cell structure_ growth_ and death,Toxin-antitoxin systems,Helix-turn-helix domain,
hotlake_ucc_83109,CD01DRAFT_2055,Intracellular trafficking_ assembly_ and processing,Protein modification and repair,carboxyl-terminal processing protease CtpA,ctpA
hotlake_ucc_83111,CD01DRAFT_2056,Unknown function,Enzymes of unknown specificity,multifunctional 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase FadJ,fadJ
hotlake_ucc_83112,CD01DRAFT_2057,Xenobiotics biodegradation and metabolism,Benzoate degradation,acetyl-CoA C-acetyltransferase,atoB
hotlake_ucc_83113,CD01DRAFT_2058,,,Late competence development protein ComFB,
hotlake_ucc_83114,CD01DRAFT_2059,,,protein of Unknown Function containing DUF349 domain,
hotlake_ucc_83115,CD01DRAFT_2060,Regulatory functions,General,regulatory protein,recX
hotlake_ucc_83116,CD01DRAFT_2061,,,membrane-bound lytic murein transglycosylase MltF,mltF
hotlake_ucc_83117,CD01DRAFT_2062,Nucleic acid metabolism,Purine metabolism,phosphoribosylformylglycinamidine synthase PurL-PurQ,purL-purQ
hotlake_ucc_83118,CD01DRAFT_2063,,,putative protein conserved in bacteria,
hotlake_ucc_83119,CD01DRAFT_2064,Unknown function,Enzymes of unknown specificity,ADP-ribose pyrophosphatase,
hotlake_ucc_83120,CD01DRAFT_2065,Unknown function,Enzymes of unknown specificity,putative NTP pyrophosphohydrolase,
hotlake_ucc_83121,CD01DRAFT_2066,,,putative carbonic anhydrase,
hotlake_ucc_83122,CD01DRAFT_2067,,,purine base/nucleoside efflux pump PbuE,pbuE
hotlake_ucc_83123,CD01DRAFT_2068,Nucleic acid metabolism::Unknown function,Enzymes of unknown specificity::Purine metabolism,phosphoribosylglycinamide formyltransferase 2 PurT,purT
hotlake_ucc_83129,CD01DRAFT_2074,Unknown function,Enzymes of unknown specificity,two-component signal transduction system histidine kinase,
hotlake_ucc_83130,CD01DRAFT_2075,Signal transduction,Taxis,two-component signal transduction system response regulator,
hotlake_ucc_83131,CD01DRAFT_2076,Signal transduction::Unknown function,Enzymes of unknown specificity::Two-component systems::Taxis,Na+/proline symporter,
hotlake_ucc_83132,CD01DRAFT_2077,,,hypothetical protein,
hotlake_ucc_83133,CD01DRAFT_2078,Transport and binding proteins,Unknown substrate::Cations and iron carrying compounds,SSS family solute:sodium symporter ActP,actP
hotlake_ucc_83134,CD01DRAFT_2079,Transport and binding proteins,Unknown substrate,putative solute:sodium symporter small subunit,
hotlake_ucc_83135,CD01DRAFT_2080,Nucleic acid metabolism::Unknown function,DNA degradation::Enzymes of unknown specificity,DNA polymerase III exonuclease epsilon subunit family,dnaQ
hotlake_ucc_83136,CD01DRAFT_2081,Unknown function,General,CBS domain-containing protein,
hotlake_ucc_83137,CD01DRAFT_2082,Unknown function,General,putative protein conserved in bacteria,
hotlake_ucc_83138,CD01DRAFT_2083,,,hypothetical protein,
hotlake_ucc_83139,CD01DRAFT_2084,Energy metabolism,Electron transport,isoquinoline 1-oxidoreductase alpha subunit IorA,iorA
hotlake_ucc_83140,CD01DRAFT_2085,,,isoquinoline 1-oxidoreductase beta subunit IorB,iorB
hotlake_ucc_83141,CD01DRAFT_2086,Nucleic acid metabolism,Purine metabolism,xanthine dehydrogenase accessory factor XdhC,xdhC
hotlake_ucc_83142,CD01DRAFT_2087,Amino acid metabolism::Carbohydrate metabolism::Unknown function,Ascorbate and aldarate metabolism::Enzymes of unknown specificity::Cysteine and methionine metabolism,methylthioribulose-1-phosphate dehydratase MtnB,mtnB
hotlake_ucc_83143,CD01DRAFT_2088,Amino acid metabolism,Cysteine and methionine metabolism,1_2-dihydroxy-3-keto-5-methylthiopentene dioxygenase MtnD,mtnD
hotlake_ucc_83144,CD01DRAFT_2089,Amino acid metabolism::Unknown function,Enzymes of unknown specificity::Cysteine and methionine metabolism,2_3-diketo-5-methylthio-1-phosphopentane phosphatase MtnC,mtnC
hotlake_ucc_83145,CD01DRAFT_2090,,,protein of unknown function DUF3080,
hotlake_ucc_83146,CD01DRAFT_2091,,,type 2a secretion system ATPase GspE,gspE
hotlake_ucc_83147,CD01DRAFT_2092,,,putative membrane protein (DUF2069),
hotlake_ucc_83148,CD01DRAFT_2093,Prosthetic groups_ cofactors_ and carriers::Energy metabolism,Electron transport::Ubiquinone and other terpenoid-quinone biosynthesis,NAD(P)H dehydrogenase (quinone) WrbA,wrbA
hotlake_ucc_83149,CD01DRAFT_2094,Defense and invasion systems::Unknown function,Detoxification and inactivation::General,glutaredoxin-dependent arsenate reducase ArsC,arsC
hotlake_ucc_83150,CD01DRAFT_2095,Defense and invasion systems,Detoxification and inactivation,putative thioredoxin,
hotlake_ucc_83151,CD01DRAFT_2096,Nucleic acid metabolism::Unknown function,Enzymes of unknown specificity::General::DNA replication_ recombination_ and repair,DNA polymerase III alpha subunit DnaE,dnaE
hotlake_ucc_83152,CD01DRAFT_2097,Fatty acid and lipid metabolism,Biosynthesis,acetyl-CoA carboxylase complex carboxyl transferase alpha subunit AccA,accA
hotlake_ucc_83153,CD01DRAFT_2098,Translation,tRNA and rRNA base modification,tRNA(Ile)-lysidine synthase TilS,tilS
hotlake_ucc_83154,CD01DRAFT_2099,Nucleic acid metabolism::Unknown function,General::Pyrimidine metabolism,CTP synthase PyrG,pyrG
hotlake_ucc_83155,CD01DRAFT_2100,Glycan biosynthesis and metabolism,Polysacharide and lipopolysaccharide metabolism,KDO-8-phosphate synthetase KdsA,kdsA
hotlake_ucc_83156,CD01DRAFT_2101,Carbohydrate metabolism,Glycolysis / Gluconeogenesis,phosphopyruvate hydratase,eno
hotlake_ucc_83157,CD01DRAFT_2102,,,cell division protein FtsB,ftsB
hotlake_ucc_83158,CD01DRAFT_2103,Terpenoids and polyketides metabolism,Terpenoid backbone biosynthesis,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase IspD,ispD
hotlake_ucc_83159,CD01DRAFT_2104,Terpenoids and polyketides metabolism,Terpenoid backbone biosynthesis,2-C-methyl-D-erythritol 2_4-cyclodiphosphate synthase IspF,ispF
hotlake_ucc_83160,CD01DRAFT_2105,Translation,tRNA and rRNA base modification,tRNA pseudouridine13 synthase TruD,truD
